"X","Y","id","Group"
"22.2674712156449","5.26507156806794","1","Theropoda"
"0.0956470828542088","21.2573806227282","1","Theropoda"
"-22.6655232152239","5.89580218387589","1","Theropoda"
"6.08060972384164","-40.2377509893573","1","Theropoda"
"22.3706016393653","-1.40141169618438","1","Theropoda"
"21.3634666673116","-7.81761610653309","1","Theropoda"
"17.6262138612431","-18.9165078415008","1","Theropoda"
"16.9453546431397","0.713731337978855","1","Theropoda"
"13.4726771375183","-4.58393078649153","1","Theropoda"
"-23.5492117605745","-0.52077844875028","1","Theropoda"
"-21.8386442337697","-6.3280276156869","1","Theropoda"
"-18.5413318291409","-18.0655961539859","1","Theropoda"
"-16.1341492682761","2.17246960207343","1","Theropoda"
"-14.9162387814519","-3.26293539564363","1","Theropoda"
"-3.74398370237975","17.0718650054194","1","Theropoda"
"-4.37551228243939","12.3827819020836","1","Theropoda"
"-5.14290262435839","3.62034293981846","1","Theropoda"
"2.67485426391115","16.9288550202883","1","Theropoda"
"3.89539830667756","12.3575750094939","1","Theropoda"
"4.115203156107","3.46867984230581","1","Theropoda"
"3.03843286029362","0.319661297209361","2","Theropoda"
"0.12193577403742","6.57035200152229","2","Theropoda"
"-3.02929054618053","0.304908583872939","2","Theropoda"
"1.37187854926723","-9.03305874169506","2","Theropoda"
"3.50457044459555","-0.871718631036099","2","Theropoda"
"3.24916660723262","-2.15240475627729","2","Theropoda"
"2.7431788346415","-4.45677219932717","2","Theropoda"
"1.81315861767585","-0.582902469514335","2","Theropoda"
"1.73814013572914","-1.84126204550659","2","Theropoda"
"-3.79629404734107","-0.837635333382528","2","Theropoda"
"-3.61286175121488","-2.02371336927978","2","Theropoda"
"-3.60676786979492","-4.44052253957213","2","Theropoda"
"-1.9163030313761","-0.667216773020123","2","Theropoda"
"-1.78475368694988","-1.87803130923367","2","Theropoda"
"-1.10912235114203","5.35938246587961","2","Theropoda"
"-1.13418584224267","4.02295746723066","2","Theropoda"
"-1.30992328687935","1.50672030545962","2","Theropoda"
"1.07493652182067","5.29271281699109","2","Theropoda"
"1.28214133783622","4.00335086790737","2","Theropoda"
"1.36196272999161","1.40519236177184","2","Theropoda"
"9.1065279946524","1.11085032392717","3","Theropoda"
"0.237481746720045","9.28047754634889","3","Theropoda"
"-7.77472449871071","0.602033382382612","3","Theropoda"
"-1.12041431605744","-10.9308644277665","3","Theropoda"
"8.9509656721315","-1.43509445624715","3","Theropoda"
"7.72839309231409","-3.07632038486534","3","Theropoda"
"5.20905510560281","-6.16455602900044","3","Theropoda"
"6.32475292641956","0.99981067083792","3","Theropoda"
"5.36817996735645","-0.915847846516686","3","Theropoda"
"-8.39110500994304","-1.78227393680969","3","Theropoda"
"-7.68777903985611","-3.72383371296654","3","Theropoda"
"-7.17078707984172","-7.70890600562906","3","Theropoda"
"-5.82949900351619","-0.934176441704982","3","Theropoda"
"-5.12557067857339","-2.83713391718394","3","Theropoda"
"-0.951307371266377","7.32983085745158","3","Theropoda"
"-1.44645978676219","5.29113717979285","3","Theropoda"
"-1.47050239109438","1.27589555443455","3","Theropoda"
"1.17121681116269","7.25809903970102","3","Theropoda"
"1.33170115233545","5.17056302881465","3","Theropoda"
"1.53987470692657","1.19030957499907","3","Theropoda"
"22.1651154935482","6.67770698851403","4","Theropoda"
"-0.249306264408716","23.6016154351656","4","Theropoda"
"-22.1524030740971","6.8209942649876","4","Theropoda"
"5.321963123188","-38.9806551499848","4","Theropoda"
"26.3618603947759","-1.1429501458733","4","Theropoda"
"24.2780935554797","-7.15577475197329","4","Theropoda"
"20.6479959398813","-18.7654607035137","4","Theropoda"
"15.9711991071666","2.77751433975767","4","Theropoda"
"13.7515269065122","-3.23737206048857","4","Theropoda"
"-26.5300667033125","-0.314123732464005","4","Theropoda"
"-25.6259773868749","-6.14568350598844","4","Theropoda"
"-24.2172676614893","-18.3586098809088","4","Theropoda"
"-15.4250011607201","2.43714525333349","4","Theropoda"
"-13.9731668105573","-3.65797806632234","4","Theropoda"
"-6.13429963344158","17.2592498702544","4","Theropoda"
"-7.94625575002142","11.2505488524469","4","Theropoda"
"-8.43609749535789","-1.26305336323721","4","Theropoda"
"6.50283717872327","17.5869020872133","4","Theropoda"
"6.59767970945049","11.3352554647368","4","Theropoda"
"9.09157053155531","-0.725271195655372","4","Theropoda"
"10.1739437139709","1.12189698307567","5","Theropoda"
"-0.625362139005467","11.5530796873824","5","Theropoda"
"-9.74288298180298","1.63044706556241","5","Theropoda"
"1.29013087255123","-18.4268600867352","5","Theropoda"
"10.7631052964468","-1.76248114528189","5","Theropoda"
"10.1828568454745","-4.37178194706466","5","Theropoda"
"8.65556237688171","-9.34017486826675","5","Theropoda"
"7.13828631181741","-0.320242916545996","5","Theropoda"
"6.70652283507601","-3.04270974112553","5","Theropoda"
"-10.7041656136526","-1.36331077858551","5","Theropoda"
"-9.89308685451244","-3.91801258385274","5","Theropoda"
"-8.46536529187929","-8.82054591663431","5","Theropoda"
"-7.04888938568191","-0.0706478606362077","5","Theropoda"
"-6.17239787728481","-2.61651992804489","5","Theropoda"
"-2.16112289993821","9.11451992723619","5","Theropoda"
"-2.83588589054881","6.95869350132262","5","Theropoda"
"-3.67093961557315","2.78309130162077","5","Theropoda"
"2.35235679878966","9.72377183947562","5","Theropoda"
"2.4298404246337","7.6694873989353","5","Theropoda"
"1.62749307423782","3.49830006816272","5","Theropoda"
"9.0281747429319","0.901758388495806","6","Theropoda"
"-1.22983687841403","8.86871435249886","6","Theropoda"
"-6.84074771275427","2.10102422962154","6","Theropoda"
"0.919858346644191","-14.4360151135662","6","Theropoda"
"9.08296719886514","-1.47671245694183","6","Theropoda"
"8.44223333337451","-3.62882132122854","6","Theropoda"
"6.23512681319656","-7.31349766856055","6","Theropoda"
"6.80722230383558","0.00661109614660618","6","Theropoda"
"5.35367103185283","-1.68866371134548","6","Theropoda"
"-8.34901423671382","-0.312485018983698","6","Theropoda"
"-7.90327723187193","-2.42696102105007","6","Theropoda"
"-7.21509747577892","-6.66932213227383","6","Theropoda"
"-5.01700756428476","0.247589004002797","6","Theropoda"
"-4.19856442785983","-1.84230363506336","6","Theropoda"
"-2.59774458974516","6.90685024258278","6","Theropoda"
"-3.08471053551636","5.00309226339447","6","Theropoda"
"-2.81840363700682","1.48156005233659","6","Theropoda"
"0.55331634091151","7.11469140249366","6","Theropoda"
"1.28388106550299","5.32527044144995","6","Theropoda"
"1.5479531128307","1.83762060599053","6","Theropoda"
"10.3211978739229","-2.02538745431585","7","Ornithischia"
"-1.07944465278384","11.2705607475931","7","Ornithischia"
"-9.59757162103457","-0.525722748939155","7","Ornithischia"
"2.95914687394886","-11.6316115418427","7","Ornithischia"
"9.65785353881625","-4.03378515526603","7","Ornithischia"
"8.50654161005755","-5.60489751190953","7","Ornithischia"
"6.30901556783802","-8.54802591528697","7","Ornithischia"
"8.41048166962396","-2.43939311977171","7","Ornithischia"
"6.33077431960618","-2.59198038654716","7","Ornithischia"
"-9.55641745072517","-2.68886979162168","7","Ornithischia"
"-8.3988205553658","-4.0561721134051","7","Ornithischia"
"-6.97086801559673","-7.53539870978641","7","Ornithischia"
"-7.26965695341196","-0.6688825658136","7","Ornithischia"
"-5.51634236997401","-1.61687466388394","7","Ornithischia"
"-2.14309336809901","9.51091088298698","7","Ornithischia"
"-2.61578843485363","7.55162418973205","7","Ornithischia"
"-3.19677411477396","4.03969046459891","7","Ornithischia"
"0.403463971676926","9.61173486293857","7","Ornithischia"
"1.27798434572276","7.76491198906065","7","Ornithischia"
"2.16831776540528","4.21756854147957","7","Ornithischia"
"15.1482295157775","3.7001107550189","8","Theropoda"
"1.35405078557799","16.245766147744","8","Theropoda"
"-13.0143498399103","1.40945329981347","8","Theropoda"
"-2.036572927388","-22.9229605428963","8","Theropoda"
"16.7746241435662","-1.5023562832909","8","Theropoda"
"15.3082640313444","-5.15579241579475","8","Theropoda"
"11.8204273693765","-12.0002875324803","8","Theropoda"
"10.0239297304029","2.51489486999612","8","Theropoda"
"8.70277421411336","-1.34627966078822","8","Theropoda"
"-15.8410780365732","-2.73100051289723","8","Theropoda"
"-16.1447399670165","-6.49943575447953","8","Theropoda"
"-13.6582476735723","-14.0384290662847","8","Theropoda"
"-9.96955686598112","-1.95119292881748","8","Theropoda"
"-9.67120200713911","-5.91729807306232","8","Theropoda"
"-0.579190015614832","13.0390737129752","8","Theropoda"
"-2.05561862345463","9.84244977382435","8","Theropoda"
"-5.15368043506652","3.65694029380316","8","Theropoda"
"2.70116613144036","12.5488717898076","8","Theropoda"
"2.70911179841779","8.99824344212369","8","Theropoda"
"3.58165867169959","2.10922868568528","8","Theropoda"
"18.3440088363707","6.01688357019206","9","Ornithischia"
"2.4301432542703","20.4123270182955","9","Ornithischia"
"-21.1177500888821","1.96156282576977","9","Ornithischia"
"-3.43786292824287","-36.5834546651688","9","Ornithischia"
"21.6178727979778","0.267749305805264","9","Ornithischia"
"22.1746999947073","-5.58822884050013","9","Ornithischia"
"19.963803941162","-15.7981757324867","9","Ornithischia"
"11.4866910896491","3.24368940879303","9","Ornithischia"
"8.6008200638875","-2.25784541105184","9","Ornithischia"
"-25.7306221726735","-5.2950517503655","9","Ornithischia"
"-25.9388390253864","-11.072264713013","9","Ornithischia"
"-23.9026102151692","-21.3328980903967","9","Ornithischia"
"-9.33833250618169","-0.0243415703700802","9","Ornithischia"
"-4.79875469492403","-4.74405753607999","9","Ornithischia"
"-3.66213044300879","17.5603676732386","9","Ornithischia"
"-5.62542705201216","13.5101557686208","9","Ornithischia"
"-6.7562183214834","6.28161989074622","9","Ornithischia"
"7.43100827390708","16.4182725101991","9","Ornithischia"
"8.94979247922379","12.396139303842","9","Ornithischia"
"9.30970671680855","4.62755103393043","9","Ornithischia"
"8.88928306126632","2.16966298979073","10","Ornithischia"
"0.253407490136505","8.01612036168427","10","Ornithischia"
"-8.23534678757118","1.44722499586411","10","Ornithischia"
"-0.229472844684918","-13.965018085398","10","Ornithischia"
"10.0454354604945","-0.947139334029621","10","Ornithischia"
"10.0972185555964","-3.5594628361799","10","Ornithischia"
"7.76299387200325","-7.46701569526161","10","Ornithischia"
"6.12424580500887","1.14166892833451","10","Ornithischia"
"4.39540305366645","-0.731659585231592","10","Ornithischia"
"-10.4577589234606","-1.33413968484508","10","Ornithischia"
"-10.7931873837635","-3.82647774425753","10","Ornithischia"
"-8.01184106867076","-7.82134283155711","10","Ornithischia"
"-5.41852643621185","-0.13710444482993","10","Ornithischia"
"-4.30326606057892","-2.21770308092703","10","Ornithischia"
"-1.78356258027635","6.79996605827897","10","Ornithischia"
"-2.8388669657733","5.52926456925808","10","Ornithischia"
"-4.02507541393942","2.7887919121441","10","Ornithischia"
"2.38851658061626","6.56814051941272","10","Ornithischia"
"2.90387729098476","5.2101635334069","10","Ornithischia"
"3.23652329515751","2.33605945434297","10","Ornithischia"
"9.66572174093015","1.53383289585816","11","Ornithischia"
"0.199618872900232","8.64399170282765","11","Ornithischia"
